gyroX,gyroY,gyroZ,lowAccelX,lowAccelY,lowAccelZ,highAccelX,highAccelY,highAccelZ
-9275.0,4862.0,-114.0,-6229.0,-6628.0,-8671.0,-1022.0,-262.0,-467.0
-8608.0,4562.0,-1437.0,-5052.0,-7520.0,-7572.0,-905.0,-352.0,-357.0
-7784.0,4061.0,-2678.0,-4192.0,-7554.0,-6290.0,-819.0,-355.0,-229.0
-6932.0,3270.0,-3570.0,-3515.0,-6896.0,-5232.0,-751.0,-289.0,-123.0
-6096.0,2406.0,-4222.0,-2808.0,-6108.0,-4386.0,-680.0,-210.0,-38.0
-5448.0,1496.0,-4640.0,-2222.0,-5278.0,-3764.0,-622.0,-127.0,24.0
-4902.0,652.0,-4842.0,-1756.0,-4596.0,-3346.0,-575.0,-59.0,66.0
-4414.0,-58.0,-4793.0,-1412.0,-4042.0,-2909.0,-541.0,-4.0,110.0
-3378.0,-1126.0,-4140.0,-1118.0,-3007.0,-1732.0,-511.0,100.0,227.0
-2832.0,-1561.0,-3643.0,-1319.0,-2035.0,-832.0,-531.0,197.0,317.0
-2335.0,-1995.0,-3177.0,-957.0,-910.0,-492.0,-495.0,309.0,351.0
-2030.0,-2313.0,-2782.0,-177.0,-294.0,-964.0,-417.0,371.0,304.0
-1866.0,-2344.0,-2552.0,548.0,44.0,-1428.0,-346.0,404.0,258.0
-1834.0,-2068.0,-2382.0,966.0,-138.0,-1770.0,-304.0,387.0,223.0
-1776.0,-1444.0,-2176.0,1144.0,-806.0,-1868.0,-286.0,320.0,214.0
-1512.0,-476.0,-1864.0,1236.0,-1522.0,-1852.0,-277.0,248.0,215.0
-1004.0,760.0,-1410.0,1110.0,-2110.0,-1745.0,-289.0,189.0,226.0
-175.0,2230.0,-990.0,740.0,-2215.0,-1585.0,-326.0,179.0,242.0
1815.0,4400.0,-340.0,255.0,-1545.0,-1252.0,-375.0,246.0,275.0
2755.0,4960.0,-102.0,60.0,-1076.0,-1082.0,-394.0,293.0,292.0
3630.0,4988.0,48.0,-386.0,-622.0,-930.0,-438.0,338.0,307.0
4138.0,4456.0,196.0,-896.0,-216.0,-1016.0,-489.0,379.0,299.0
4362.0,3458.0,368.0,-1334.0,234.0,-1328.0,-533.0,423.0,268.0
4320.0,2168.0,566.0,-1640.0,718.0,-1612.0,-564.0,471.0,239.0
4014.0,810.0,846.0,-1788.0,1085.0,-1616.0,-578.0,508.0,239.0
3486.0,-619.0,1119.0,-1724.0,1202.0,-1405.0,-572.0,520.0,260.0
2959.0,-1728.0,1340.0,-1380.0,1304.0,-1134.0,-538.0,530.0,287.0
2436.0,-2516.0,1512.0,-945.0,1564.0,-980.0,-494.0,556.0,302.0
638.0,-2858.0,1706.0,-1104.0,2486.0,350.0,-510.0,648.0,435.0
-226.0,-2228.0,1896.0,-1118.0,1918.0,236.0,-511.0,591.0,423.0
-636.0,-1552.0,2308.0,-588.0,2534.0,-470.0,-458.0,653.0,353.0
-900.0,-964.0,2856.0,118.0,3166.0,-1036.0,-389.0,716.0,297.0
-1382.0,-226.0,3357.0,244.0,3667.0,-1116.0,-376.0,766.0,289.0
-2066.0,515.0,3670.0,-246.0,3863.0,-562.0,-424.0,786.0,344.0
-2598.0,1039.0,3988.0,-768.0,3664.0,-5.0,-476.0,766.0,400.0
-3064.0,1378.0,4380.0,-1234.0,3973.0,410.0,-523.0,797.0,441.0
-3497.0,1518.0,4771.0,-1442.0,4154.0,910.0,-544.0,815.0,491.0
-3909.0,1485.0,5120.0,-1631.0,4550.0,1150.0,-563.0,855.0,515.0
-4840.0,940.0,5430.0,-2290.0,5430.0,1478.0,-629.0,943.0,547.0
-5310.0,570.0,5506.0,-2800.0,5462.0,1758.0,-680.0,946.0,575.0
-5758.0,247.0,5571.0,-3473.0,5294.0,2031.0,-747.0,929.0,603.0
-6023.0,138.0,5674.0,-4601.0,5346.0,2156.0,-860.0,934.0,615.0
-6157.0,276.0,5689.0,-5718.0,6405.0,1507.0,-971.0,1040.0,550.0
-6343.0,965.0,5452.0,-6807.0,7306.0,736.0,-1080.0,1130.0,473.0
-6673.0,1939.0,4872.0,-7106.0,6926.0,234.0,-1110.0,1092.0,423.0
-6988.0,3370.0,4076.0,-7756.0,6878.0,-406.0,-1175.0,1087.0,360.0
-7008.0,5368.0,2984.0,-9594.0,6492.0,-2236.0,-1359.0,1049.0,177.0
-6780.0,7718.0,1656.0,-11492.0,6718.0,-2776.0,-1549.0,1071.0,123.0
-6178.0,7649.0,-882.0,-10860.0,4310.0,-9080.0,-1486.0,831.0,-508.0
-5606.0,7236.0,-2241.0,-11912.0,2374.0,-11561.0,-1591.0,637.0,-756.0
-4824.0,6076.0,-3420.0,-11015.0,-1184.0,-14580.0,-1501.0,282.0,-1058.0
-3639.0,4343.0,-4632.0,-8880.0,-4782.0,-16768.0,-1288.0,-78.0,-1276.0
-1892.0,2133.0,-5956.0,-6774.0,-7098.0,-19252.0,-1077.0,-309.0,-1525.0
397.0,-486.0,-6920.0,-4690.0,-7028.0,-21834.0,-869.0,-302.0,-1783.0
3338.0,-2380.0,-7420.0,-2210.0,-5016.0,-24476.0,-621.0,-101.0,-2047.0
6174.0,-3522.0,-7492.0,438.0,-2090.0,-26506.0,-357.0,191.0,-2250.0
9002.0,-3962.0,-7312.0,2800.0,1880.0,-27996.0,-120.0,588.0,-2399.0
11670.0,-3874.0,-6930.0,4430.0,6284.0,-29555.0,43.0,1028.0,-2555.0
16040.0,-2975.0,-5595.0,4755.0,14200.0,-30970.0,75.0,1820.0,-2697.0
17330.0,-2560.0,-4735.0,3620.0,16760.0,-31235.0,-38.0,2076.0,-2723.0
18165.0,-2340.0,-3872.0,1860.0,18780.0,-31490.0,-214.0,2278.0,-2749.0
18600.0,-2375.0,-3268.0,-290.0,20308.0,-31796.0,-429.0,2430.0,-2779.0
18612.0,-2766.0,-2808.0,11872.0,27948.0,-13060.0,787.0,3194.0,-906.0
11622.0,-1422.0,-1290.0,22528.0,32740.0,19472.0,1852.0,3674.0,2347.0
1610.0,786.0,12.0,16058.0,31114.0,21516.0,1205.0,3511.0,2551.0
-2620.0,1942.0,280.0,1476.0,19914.0,2967.0,-253.0,2391.0,696.0
-2338.0,328.0,-728.0,-4498.0,7675.0,-1385.0,-849.0,1167.0,262.0
-1436.0,-1527.0,-2140.0,-3360.0,4529.0,1433.0,-736.0,852.0,543.0
332.0,-140.0,-2712.0,1904.0,-728.0,-130.0,-210.0,328.0,387.0
1511.0,-1474.0,-2534.0,-298.0,-304.0,-4742.0,-429.0,370.0,-74.0
4312.0,-3312.0,-1764.0,1594.0,-5490.0,-12286.0,-241.0,-149.0,-828.0
7144.0,-2484.0,-660.0,-34.0,-4628.0,-12582.0,-403.0,-62.0,-858.0
9156.0,-1214.0,-246.0,148.0,-1666.0,-7556.0,-386.0,234.0,-355.0
10080.0,78.0,-120.0,-1956.0,-1980.0,1504.0,-595.0,202.0,550.0
10676.0,1044.0,-595.0,-2890.0,-1823.0,5656.0,-689.0,218.0,965.0
11249.0,2012.0,-1217.0,-3367.0,-1330.0,5786.0,-736.0,267.0,978.0
11372.0,2352.0,-1829.0,-3167.0,-425.0,4707.0,-716.0,358.0,870.0
11020.0,2542.0,-2376.0,-3023.0,543.0,4410.0,-702.0,454.0,841.0
9390.0,2770.0,-3350.0,-4780.0,1960.0,4090.0,-878.0,596.0,809.0
8290.0,2590.0,-3630.0,-5480.0,1770.0,3970.0,-948.0,577.0,797.0
7300.0,2170.0,-3870.0,-5760.0,1850.0,3892.0,-976.0,585.0,789.0
6410.0,1620.0,-3948.0,-5640.0,1834.0,3502.0,-964.0,583.0,750.0
5522.0,854.0,-4029.0,-5450.0,1874.0,3030.0,-945.0,587.0,703.0
4750.0,92.0,-4115.0,-5339.0,1910.0,2625.0,-933.0,591.0,662.0
4058.0,-683.0,-4158.0,-5106.0,1912.0,2181.0,-910.0,591.0,618.0
3441.0,-1402.0,-4134.0,-4659.0,1934.0,1766.0,-865.0,593.0,576.0
2855.0,-2000.0,-4058.0,-4128.0,1984.0,1466.0,-812.0,598.0,546.0
2256.0,-2390.0,-3934.0,-3314.0,2064.0,1252.0,-731.0,606.0,525.0
1280.0,-2280.0,-3472.0,-1948.0,2336.0,1029.0,-594.0,633.0,502.0
904.0,-2060.0,-3147.0,-1988.0,2451.0,822.0,-598.0,645.0,482.0
611.0,-1923.0,-2843.0,-2140.0,2564.0,729.0,-614.0,656.0,472.0
387.0,-1769.0,-2565.0,-2594.0,2625.0,562.0,-659.0,662.0,456.0
171.0,-1747.0,-2339.0,-3042.0,2896.0,450.0,-704.0,689.0,445.0
-71.0,-1888.0,-2163.0,-3185.0,3225.0,406.0,-718.0,722.0,440.0
-344.0,-2175.0,-1918.0,-3311.0,3702.0,220.0,-731.0,770.0,422.0
-656.0,-2556.0,-1578.0,-3236.0,4310.0,-116.0,-723.0,831.0,389.0
-962.0,-2844.0,-1092.0,-2774.0,4912.0,-454.0,-677.0,891.0,355.0
-1308.0,-2954.0,-486.0,-2124.0,5330.0,-682.0,-612.0,933.0,332.0
-2120.0,-2355.0,1070.0,-1565.0,5770.0,-1290.0,-556.0,977.0,271.0
-2540.0,-1770.0,1995.0,-1680.0,5920.0,-1810.0,-568.0,992.0,219.0
-3000.0,-1095.0,3015.0,-1950.0,5970.0,-2365.0,-595.0,997.0,164.0
-3520.0,-395.0,4152.0,-2410.0,5905.0,-2830.0,-641.0,990.0,117.0
-4105.0,304.0,5106.0,-3165.0,5620.0,-3180.0,-716.0,962.0,82.0
-4818.0,786.0,5914.0,-4232.0,5186.0,-3536.0,-823.0,918.0,47.0
-5540.0,1070.0,6552.0,-5348.0,4534.0,-4214.0,-934.0,853.0,-21.0
-6350.0,1150.0,6996.0,-6786.0,3798.0,-5296.0,-1078.0,779.0,-129.0
-7266.0,1102.0,7218.0,-8372.0,2826.0,-6648.0,-1237.0,682.0,-264.0
-8190.0,1052.0,7186.0,-9372.0,1488.0,-7461.0,-1337.0,548.0,-346.0
-9626.0,1366.0,5978.0,-9030.0,-1096.0,-7778.0,-1303.0,291.0,-377.0
-9903.0,1674.0,4773.0,-8255.0,-2609.0,-7711.0,-1225.0,140.0,-371.0
-9848.0,1938.0,3132.0,-7426.0,-4064.0,-7370.0,-1142.0,-6.0,-337.0
-9472.0,2042.0,1540.0,-6492.0,-5094.0,-6946.0,-1049.0,-109.0,-294.0
-8942.0,1802.0,108.0,-5584.0,-5546.0,-6348.0,-958.0,-154.0,-234.0
-8342.0,1332.0,-1130.0,-4736.0,-5426.0,-5644.0,-873.0,-142.0,-164.0
-7748.0,654.0,-2122.0,-3826.0,-5004.0,-4951.0,-782.0,-100.0,-95.0
-7190.0,-106.0,-2949.0,-2936.0,-4370.0,-4485.0,-693.0,-37.0,-48.0
-6666.0,-908.0,-3479.0,-2043.0,-3869.0,-4206.0,-604.0,14.0,-20.0
-6242.0,-1511.0,-3809.0,-1312.0,-3550.0,-4009.0,-531.0,45.0,0.0
-5366.0,-1991.0,-3900.0,-289.0,-3300.0,-3840.0,-428.0,70.0,16.0
-4770.0,-1920.0,-3680.0,-34.0,-3260.0,-3540.0,-403.0,74.0,46.0
-4140.0,-1750.0,-3330.0,10.0,-3450.0,-3180.0,-399.0,55.0,82.0
-3370.0,-1600.0,-2900.0,-410.0,-2750.0,-2085.0,-441.0,125.0,192.0
-2540.0,-1580.0,-2438.0,-490.0,-1642.0,-1617.0,-449.0,236.0,239.0
-1808.0,-1667.0,-2126.0,55.0,-883.0,-1919.0,-395.0,312.0,209.0
-1311.0,-1717.0,-1895.0,704.0,-353.0,-2494.0,-330.0,365.0,151.0
-1034.0,-1560.0,-1749.0,1314.0,-250.0,-2882.0,-269.0,375.0,112.0
-863.0,-1124.0,-1633.0,1639.0,-783.0,-2766.0,-237.0,322.0,124.0
-572.0,-327.0,-1418.0,1804.0,-1676.0,-2598.0,-220.0,233.0,141.0
674.0,2224.0,-584.0,1284.0,-2478.0,-2516.0,-272.0,153.0,149.0
1496.0,3448.0,-52.0,866.0,-2084.0,-2388.0,-314.0,192.0,162.0
2312.0,4408.0,524.0,706.0,-1712.0,-2115.0,-330.0,229.0,189.0
3115.0,4953.0,971.0,493.0,-1328.0,-1756.0,-351.0,268.0,225.0
3699.0,4907.0,1320.0,37.0,-891.0,-1451.0,-397.0,311.0,255.0
4054.0,4353.0,1611.0,-582.0,-455.0,-1360.0,-458.0,355.0,264.0
4177.0,3358.0,1878.0,-1165.0,4.0,-1352.0,-516.0,400.0,265.0
4104.0,2085.0,2160.0,-1531.0,528.0,-1300.0,-553.0,452.0,270.0
3810.0,620.0,2390.0,-1602.0,974.0,-1184.0,-560.0,497.0,282.0
3440.0,-616.0,2546.0,-1426.0,1348.0,-1020.0,-542.0,534.0,298.0
2528.0,-2340.0,2625.0,-1026.0,1875.0,-735.0,-502.0,587.0,327.0
1970.0,-2620.0,2685.0,-935.0,2075.0,-725.0,-493.0,607.0,328.0
1440.0,-2560.0,2855.0,-865.0,2440.0,-610.0,-486.0,644.0,339.0
920.0,-2200.0,3140.0,-770.0,2810.0,-440.0,-477.0,681.0,356.0
395.0,-1630.0,3538.0,-675.0,3160.0,-270.0,-467.0,716.0,373.0
-188.0,-854.0,3906.0,-650.0,3502.0,-40.0,-465.0,750.0,396.0
-754.0,-82.0,4236.0,-778.0,3842.0,276.0,-477.0,784.0,427.0
-1362.0,662.0,4516.0,-1066.0,4162.0,660.0,-506.0,816.0,466.0
-1982.0,1304.0,4752.0,-1360.0,4506.0,922.0,-536.0,850.0,492.0
-2590.0,1792.0,4952.0,-1598.0,4944.0,1039.0,-559.0,894.0,503.0
-3936.0,2225.0,5039.0,-2228.0,5700.0,1393.0,-622.0,970.0,539.0
-4595.0,2170.0,4967.0,-2687.0,5853.0,1669.0,-668.0,985.0,566.0
-5189.0,2028.0,4844.0,-3267.0,5880.0,1878.0,-726.0,988.0,587.0
-5744.0,1884.0,4724.0,-3639.0,5872.0,1974.0,-763.0,987.0,597.0
-6128.0,1772.0,4588.0,-3816.0,5814.0,2142.0,-781.0,981.0,614.0
-6424.0,1710.0,4400.0,-4112.0,5736.0,2260.0,-811.0,973.0,626.0
-6648.0,1684.0,4104.0,-4820.0,5776.0,2216.0,-882.0,977.0,621.0
-6858.0,1776.0,3662.0,-5708.0,5844.0,1570.0,-970.0,984.0,557.0
-7125.0,2034.0,3188.0,-6370.0,6030.0,1059.0,-1037.0,1003.0,505.0
-7366.0,2303.0,2645.0,-7003.0,5960.0,848.0,-1100.0,996.0,484.0
-7640.0,3062.0,1270.0,-8588.0,5890.0,-400.0,-1258.0,989.0,360.0
-7610.0,3470.0,450.0,-9864.0,5490.0,-1830.0,-1386.0,949.0,217.0
-7410.0,3820.0,-450.0,-11280.0,5310.0,-4030.0,-1528.0,931.0,-3.0
-7130.0,4190.0,-1400.0,-11660.0,4650.0,-6910.0,-1566.0,865.0,-291.0
-6720.0,4580.0,-2360.0,-11400.0,3260.0,-10527.0,-1540.0,726.0,-652.0
-6010.0,4933.0,-3574.0,-10270.0,730.0,-13767.0,-1427.0,473.0,-976.0
-4717.0,4906.0,-4914.0,-8397.0,-2325.0,-16709.0,-1239.0,168.0,-1270.0
-2922.0,4305.0,-6206.0,-6220.0,-4779.0,-19329.0,-1022.0,-77.0,-1532.0
-506.0,3115.0,-7008.0,-3633.0,-5322.0,-21306.0,-763.0,-132.0,-1730.0
2253.0,1562.0,-7251.0,-1205.0,-4386.0,-23400.0,-520.0,-38.0,-1940.0
8416.0,-1316.0,-6546.0,3334.0,1310.0,-26720.0,-67.0,531.0,-2272.0
11086.0,-2046.0,-5772.0,5234.0,4518.0,-27630.0,123.0,851.0,-2363.0
13436.0,-2310.0,-4874.0,5550.0,8518.0,-28100.0,155.0,1251.0,-2410.0
15362.0,-2289.0,-4074.0,4560.0,12541.0,-28092.0,56.0,1654.0,-2409.0
16846.0,-2249.0,-3299.0,2922.0,15528.0,-27931.0,-108.0,1952.0,-2393.0
17646.0,-2318.0,-2701.0,942.0,17785.0,-28055.0,-306.0,2178.0,-2405.0
18067.0,-2562.0,-2355.0,-1333.0,19308.0,-28446.0,-533.0,2330.0,-2444.0
18101.0,-2912.0,-1906.0,7757.0,24053.0,-4762.0,375.0,2805.0,-76.0
12722.0,258.0,-1024.0,19537.0,32740.0,32016.0,1553.0,3674.0,3601.0
-70.0,4176.0,-524.0,-5018.0,31140.0,22792.0,-901.0,3514.0,2679.0
-2982.0,1228.0,-500.0,-1886.0,5860.0,1035.0,-588.0,986.0,503.0
-1934.0,-700.0,-1735.0,-3486.0,2935.0,1410.0,-748.0,693.0,541.0
-725.0,-175.0,-2030.0,2075.0,350.0,-760.0,-193.0,435.0,324.0
605.0,1830.0,-1655.0,3635.0,-1215.0,-1460.0,-37.0,279.0,254.0
1730.0,2695.0,-990.0,790.0,-645.0,-1345.0,-321.0,336.0,266.0
3535.0,815.0,282.0,1315.0,-3805.0,-10408.0,-269.0,20.0,-640.0
6575.0,-1400.0,2032.0,2595.0,-4842.0,-15628.0,-141.0,-84.0,-1162.0
9156.0,-1490.0,2966.0,918.0,-1190.0,-12258.0,-309.0,281.0,-825.0
10186.0,-820.0,3258.0,-1400.0,-444.0,-5546.0,-540.0,356.0,-154.0
10668.0,-166.0,2998.0,-4168.0,-720.0,842.0,-816.0,328.0,484.0
11234.0,1315.0,925.0,-5866.0,848.0,2389.0,-986.0,484.0,638.0
10848.0,1725.0,13.0,-6155.0,1490.0,1735.0,-1015.0,549.0,573.0
10204.0,2082.0,-741.0,-6678.0,2105.0,2013.0,-1067.0,610.0,601.0
9426.0,2344.0,-1478.0,-7066.0,2218.0,2982.0,-1106.0,621.0,698.0
8613.0,2403.0,-2284.0,-7094.0,2066.0,3692.0,-1109.0,606.0,769.0
7794.0,2312.0,-2998.0,-6950.0,2072.0,3548.0,-1095.0,607.0,754.0
7042.0,2122.0,-3684.0,-6816.0,2280.0,2944.0,-1081.0,628.0,694.0
6234.0,1848.0,-4276.0,-6654.0,2370.0,2322.0,-1065.0,637.0,632.0
5422.0,1510.0,-4702.0,-6356.0,2356.0,1795.0,-1035.0,635.0,579.0
4684.0,1144.0,-5005.0,-5738.0,2251.0,1633.0,-973.0,625.0,563.0
3498.0,592.0,-5205.0,-4732.0,1945.0,990.0,-873.0,594.0,499.0
3081.0,381.0,-5174.0,-4502.0,1877.0,698.0,-850.0,587.0,469.0
2734.0,153.0,-5040.0,-4345.0,1810.0,390.0,-834.0,581.0,439.0
2420.0,-160.0,-4860.0,-4132.0,1880.0,110.0,-813.0,588.0,411.0
2200.0,-530.0,-4670.0,-3790.0,2080.0,10.0,-779.0,608.0,401.0
2040.0,-1010.0,-4500.0,-3540.0,2290.0,82.0,-754.0,629.0,408.0
1900.0,-1580.0,-4333.0,-3370.0,2525.0,74.0,-737.0,652.0,407.0
1763.0,-2284.0,-4152.0,-3320.0,2759.0,-174.0,-732.0,675.0,383.0
1584.0,-2922.0,-3856.0,-3192.0,2839.0,-275.0,-719.0,683.0,373.0
1318.0,-3541.0,-3404.0,-2812.0,2840.0,-17.0,-681.0,684.0,399.0
623.0,-4700.0,-2088.0,-2396.0,2808.0,70.0,-639.0,680.0,407.0
238.0,-4994.0,-1388.0,-2542.0,2690.0,-408.0,-654.0,669.0,360.0
-4.0,-4982.0,-742.0,-2558.0,2830.0,-940.0,-655.0,683.0,306.0
-172.0,-4588.0,-158.0,-2620.0,3348.0,-1248.0,-662.0,734.0,276.0
-354.0,-3974.0,494.0,-2778.0,3940.0,-1598.0,-677.0,794.0,241.0
-652.0,-3296.0,1207.0,-2946.0,4549.0,-1864.0,-694.0,854.0,214.0
-1154.0,-2746.0,2024.0,-3016.0,4847.0,-2144.0,-701.0,884.0,186.0
-1779.0,-2302.0,2916.0,-3102.0,4711.0,-2412.0,-710.0,871.0,159.0
-2545.0,-1978.0,3830.0,-3423.0,4146.0,-2685.0,-742.0,814.0,132.0
-3422.0,-1765.0,4800.0,-3957.0,3167.0,-3178.0,-795.0,716.0,83.0
-5518.0,-1452.0,6216.0,-5698.0,772.0,-4970.0,-969.0,477.0,-97.0
-6580.0,-1238.0,6578.0,-6694.0,-298.0,-5872.0,-1069.0,371.0,-187.0
-7566.0,-878.0,6572.0,-7228.0,-1344.0,-6500.0,-1122.0,266.0,-250.0
-8316.0,-322.0,5985.0,-7184.0,-2570.0,-6425.0,-1118.0,143.0,-242.0
-8715.0,445.0,4880.0,-6745.0,-3905.0,-5965.0,-1074.0,10.0,-196.0
-8610.0,1065.0,3360.0,-6150.0,-5190.0,-5390.0,-1015.0,-119.0,-139.0
-8100.0,1390.0,1640.0,-5605.0,-6140.0,-4790.0,-960.0,-214.0,-79.0
-7390.0,1260.0,-40.0,-5220.0,-6495.0,-4175.0,-922.0,-249.0,-17.0
-6620.0,585.0,-1644.0,-4750.0,-6038.0,-3516.0,-875.0,-203.0,49.0
-5840.0,-652.0,-2798.0,-4005.0,-5210.0,-3090.0,-800.0,-121.0,91.0
-4904.0,-3268.0,-4342.0,-2040.0,-3284.0,-2899.0,-604.0,72.0,111.0
-4684.0,-4276.0,-4787.0,-1048.0,-2507.0,-3109.0,-504.0,150.0,90.0
-4550.0,-4893.0,-4922.0,11.0,-2162.0,-3428.0,-399.0,184.0,58.0
-4408.0,-4968.0,-4814.0,773.0,-2055.0,-3586.0,-323.0,195.0,42.0
-4129.0,-4635.0,-4508.0,1274.0,-2110.0,-3442.0,-273.0,189.0,56.0
-3659.0,-4045.0,-4043.0,1337.0,-2259.0,-3076.0,-267.0,175.0,93.0
-2975.0,-3465.0,-3450.0,883.0,-1626.0,-1934.0,-312.0,238.0,207.0
-2190.0,-3036.0,-2932.0,630.0,-808.0,-1512.0,-337.0,320.0,249.0
-1454.0,-2794.0,-2502.0,928.0,-80.0,-1934.0,-308.0,392.0,207.0
-994.0,-2590.0,-2164.0,1578.0,660.0,-2586.0,-243.0,466.0,142.0
-596.0,-1436.0,-1633.0,2754.0,217.0,-2754.0,-125.0,421.0,125.0
-363.0,-361.0,-1349.0,2794.0,-661.0,-2523.0,-121.0,334.0,148.0
56.0,956.0,-924.0,2430.0,-1299.0,-2410.0,-157.0,271.0,159.0
586.0,2359.0,-349.0,1985.0,-1594.0,-2445.0,-202.0,241.0,156.0
1153.0,3661.0,360.0,1589.0,-1458.0,-2630.0,-242.0,255.0,137.0
1700.0,4670.0,1020.0,1208.0,-1140.0,-2750.0,-280.0,286.0,125.0
2020.0,5000.0,1610.0,690.0,-880.0,-2500.0,-331.0,312.0,150.0
2160.0,4800.0,2090.0,-10.0,-510.0,-2140.0,-401.0,349.0,186.0
2130.0,4090.0,2561.0,-760.0,-2.0,-1810.0,-476.0,400.0,219.0
1933.0,2860.0,2968.0,-1210.0,376.0,-1513.0,-521.0,437.0,249.0
1361.0,219.0,3632.0,-1389.0,1130.0,-1081.0,-538.0,513.0,292.0
1071.0,-964.0,3860.0,-1189.0,1536.0,-872.0,-518.0,553.0,313.0
780.0,-1926.0,4010.0,-1085.0,2010.0,-700.0,-508.0,601.0,330.0
452.0,-2422.0,4176.0,-1030.0,2308.0,-596.0,-503.0,630.0,341.0
170.0,-2508.0,4430.0,-996.0,2620.0,-456.0,-499.0,662.0,355.0
-80.0,-2240.0,4796.0,-1014.0,3020.0,-248.0,-501.0,702.0,376.0
-338.0,-1700.0,5228.0,-1008.0,3428.0,-33.0,-500.0,742.0,397.0
-634.0,-918.0,5697.0,-1146.0,3945.0,302.0,-514.0,794.0,430.0
-998.0,-181.0,6054.0,-1509.0,4372.0,721.0,-550.0,837.0,472.0
-1391.0,525.0,6316.0,-1782.0,4617.0,1064.0,-578.0,861.0,506.0
-2369.0,1588.0,6576.0,-2423.0,5546.0,1474.0,-642.0,954.0,547.0
-2972.0,1924.0,6550.0,-3004.0,5920.0,1598.0,-700.0,992.0,559.0
-3552.0,2074.0,6492.0,-3540.0,6004.0,1894.0,-754.0,1000.0,589.0
-4100.0,2106.0,6390.0,-4004.0,5838.0,2376.0,-800.0,983.0,637.0
-4568.0,2092.0,6208.0,-4722.0,5462.0,2930.0,-872.0,946.0,693.0
-4956.0,1980.0,5910.0,-5482.0,5635.0,3015.0,-948.0,963.0,701.0
-5375.0,1725.0,5450.0,-5700.0,6015.0,2615.0,-970.0,1001.0,661.0
-5795.0,1600.0,4885.0,-6480.0,6025.0,1665.0,-1048.0,1002.0,566.0
-6290.0,1710.0,4200.0,-6710.0,6415.0,855.0,-1071.0,1041.0,485.0
-6875.0,1910.0,3345.0,-6005.0,6435.0,760.0,-1000.0,1043.0,476.0
-7478.0,2956.0,1730.0,-8352.0,5864.0,-644.0,-1235.0,986.0,336.0
-7506.0,4016.0,1040.0,-9156.0,5926.0,-848.0,-1315.0,992.0,316.0
-7542.0,3868.0,474.0,-8758.0,5654.0,-1844.0,-1275.0,965.0,216.0
-7370.0,3624.0,-234.0,-9646.0,4746.0,-4140.0,-1364.0,874.0,-14.0
-7022.0,3841.0,-1067.0,-10978.0,3474.0,-6274.0,-1497.0,747.0,-227.0
-6506.0,4078.0,-1749.0,-11279.0,1431.0,-9085.0,-1527.0,543.0,-508.0
-5790.0,4388.0,-2489.0,-10386.0,-1282.0,-12823.0,-1438.0,272.0,-882.0
-4773.0,4581.0,-3532.0,-9145.0,-4086.0,-16197.0,-1314.0,-8.0,-1219.0
-3313.0,4347.0,-4804.0,-7552.0,-6327.0,-19154.0,-1155.0,-232.0,-1515.0
-1220.0,3454.0,-6032.0,-5406.0,-7234.0,-21108.0,-940.0,-323.0,-1710.0
4806.0,500.0,-7130.0,-1804.0,-2526.0,-24188.0,-580.0,148.0,-2018.0
7844.0,-924.0,-7216.0,408.0,982.0,-25841.0,-360.0,498.0,-2184.0
10706.0,-1864.0,-6923.0,2248.0,5327.0,-27232.0,-176.0,932.0,-2323.0
13466.0,-2201.0,-6368.0,2995.0,9483.0,-28243.0,-101.0,1348.0,-2424.0
15474.0,-2085.0,-5590.0,2635.0,13149.0,-28718.0,-137.0,1714.0,-2471.0
16876.0,-1881.0,-4754.0,1636.0,15751.0,-29066.0,-237.0,1975.0,-2506.0
17775.0,-1743.0,-3977.0,144.0,17872.0,-29199.0,-386.0,2187.0,-2519.0
18274.0,-1811.0,-3260.0,-1666.0,19412.0,-29050.0,-566.0,2341.0,-2505.0
18482.0,-2270.0,-2900.0,-3893.0,21230.0,-29660.0,-789.0,2523.0,-2566.0
16560.0,-1780.0,-1640.0,30550.0,32740.0,32760.0,2655.0,3674.0,3676.0
-1340.0,1427.0,-3.0,-2580.0,27688.0,3662.0,-658.0,3168.0,766.0
-3400.0,1097.0,-230.0,-1094.0,5520.0,-1166.0,-509.0,952.0,284.0
-2532.0,-1666.0,-2106.0,-6061.0,4415.0,1194.0,-1006.0,841.0,519.0
-1906.0,-1780.0,-2788.0,846.0,1991.0,-731.0,-316.0,599.0,327.0
-865.0,280.0,-2708.0,3103.0,-3128.0,-1796.0,-90.0,88.0,221.0
161.0,1478.0,-2038.0,2226.0,-2642.0,-664.0,-178.0,136.0,334.0
1464.0,-326.0,-1410.0,-1100.0,-4790.0,-4714.0,-510.0,-79.0,-71.0
4412.0,-2010.0,-364.0,1366.0,-7362.0,-14502.0,-264.0,-336.0,-1050.0
7258.0,-928.0,1068.0,-844.0,-4538.0,-13192.0,-484.0,-53.0,-919.0
8338.0,-10.0,1682.0,-1008.0,-2278.0,-4543.0,-500.0,173.0,-54.0
9850.0,1395.0,1446.0,-3972.0,-2476.0,3975.0,-797.0,153.0,797.0
10497.0,1992.0,833.0,-4449.0,-1276.0,2963.0,-844.0,273.0,696.0
10613.0,2148.0,102.0,-4779.0,-88.0,1846.0,-877.0,392.0,584.0
